Episode,Reward
0,-4.999999888241291
1,245.89999846182764
2,-53.69999970681965
3,187.89999891631305
4,-54.899999702349305
5,45.29999968595803
6,-54.999999701976776
7,-54.999999701976776
8,552.1999966055155
9,152.99999904632568
10,144.999999076128
11,44.999999687075615
12,-54.999999701976776
13,-54.999999701976776
14,-54.999999701976776
15,644.99999602139
16,-54.999999701976776
17,444.9999972432852
18,144.999999076128
19,-54.999999701976776
20,244.9999984651804
21,144.999999076128
22,844.9999947994947
23,586.6799964010715
24,144.999999076128
25,144.999999076128
26,-54.999999701976776
27,544.9999966323376
28,444.9999972432852
29,744.9999954104424
30,188.5499988347292
31,144.999999076128
32,244.9999984651804
33,344.9999978542328
34,645.3999960198998
35,144.999999076128
36,744.9999954104424
37,1044.9999935775995
38,196.03999879956245
39,544.9999966323376
40,344.9999978542328
41,245.39999846369028
42,146.0999990720302
43,445.49999724142253
44,244.9999984651804
45,1445.9999911300838
46,745.0999954100698
47,846.9999947920442
48,244.9999984651804
49,945.599994186312
50,946.7999941818416
51,545.7999966293573
52,845.4999947976321
53,1177.2099927961826
54,895.5399945285171
55,545.4999966304749
56,146.699999069795
57,146.89999906904995
58,544.9999966323376
59,547.5999966226518
60,882.8799945898354
61,1192.6899927090853
62,1183.919992763549
63,884.2999946530908
64,746.199995405972
65,845.5999947972596
66,645.1999960206449
67,650.4999960009009
68,596.039996355772
69,493.7199969738722
70,695.1499957442284
71,793.7199951466173
72,695.0399957448244
73,593.0599963720888
74,792.5199951529503
75,746.7999954037368
76,544.9999966323376
77,546.5999966263771
78,593.619996368885
79,546.6999966260046
80,684.4599958080798
81,546.6999966260046
82,1044.9999935775995
83,644.99999602139
84,544.9999966323376
85,595.0499963611364
86,593.729996368289
87,592.2899963706732
88,691.9599957615137
89,595.149996355176
90,892.9599945396185
91,590.6399963796139
92,1044.9999935775995
93,1779.5399891138077
94,691.299995848909
95,695.8199957460165
96,595.0499963611364
97,594.2799963653088
98,444.9999972432852
99,594.9399963617325
100,985.0399939715862
101,694.3899957537651
102,692.7399957627058
103,593.839996367693
104,944.9999941885471
105,594.2499963659793
106,594.7999963629991
107,795.0199951399118
108,595.4399963598698
109,1248.2999923434108
110,594.0599963665009
111,1144.999992966652
112,594.0599963665009
113,594.6099963635206
114,844.9999947994947
115,846.7999947927892
116,878.7999946735799
117,646.5999960154295
118,1247.899992344901
119,447.89999723248184
120,595.2599963620305
121,946.1999941840768
122,546.799996625632
123,891.8799945469946
124,593.4799963720143
125,767.9999953247607
126,1645.2999899107963
127,1945.2999880779535
128,595.3399963602424
129,792.4899951536208
130,693.569995759055
131,689.8999958541244
132,1976.7999879606068
133,795.6399951372296
134,790.6999952401966
135,593.3999963700771
136,2050.6999875660986
137,595.5399963594973
138,594.9399963617325
139,595.2099963612854
140,595.2699963599443
141,845.2999947983772
142,594.2799963653088
143,595.1399963609874
144,593.9299963675439
145,594.8299963623285
146,2049.099987572059
147,1745.2999892998487
148,597.3499963525683
149,1892.0999886337668
150,595.9899963587523
151,595.1399963609874
152,545.9999966286123
153,597.1399963516742
154,596.7799963522702
155,1588.8599902801216
156,1186.8799927346408
157,600.1399964597076
158,892.4899945370853
159,1389.1899915002286
160,1649.199990015477
161,493.1499969828874
162,1045.1999935768545
163,795.2499951384962
164,1345.1999917440116
165,350.1999978348613
166,546.0999966282398
167,345.19999785348773
168,2179.599986728281
169,2245.4999862443656
170,845.699994796887
171,1389.8599915020168
172,1345.299991743639
173,445.2999972421676
174,745.6999954078346
175,2483.6999848149717
176,745.1999954096973
177,345.6999978516251
178,1045.6999935749918
179,893.9899945352226
180,1886.9499884638935
181,845.699994796887
182,345.6999978516251
183,487.059997016564
184,1345.699991742149
185,745.6999954078346
186,696.3099957443774
187,545.6999966297299
188,545.6999966297299
189,1294.249992089346
190,887.9399945680052
191,596.239996355027
192,545.6999966297299
193,554.299996836111
194,945.6999941859394
195,746.199995405972
196,490.8999969959259
197,784.5299951974303
198,591.8999963793904
199,695.1999957505614
