Game,Reward 1,Reward 2
0,910.1399868428707,-56.44000047445297
1,828.6199878659099,-61.32000049948692
2,845.6599875539541,-51.330000380054116
3,797.8499886523932,-65.65000039339066
4,1166.1599865183234,-16.380001412704587
5,942.8599860090762,-46.88000040128827
6,847.1799880191684,-61.21000024676323
7,890.7199902758002,-40.14000081270933
8,891.9299866613001,-60.570000344887376
9,836.5699877571315,-66.20000036619604
10,840.5199882425368,-56.1100005004555
11,843.6399879660457,-66.64000041224062
12,781.43998901546,-70.77000023424625
13,848.5699877087027,-61.34000034071505
14,728.6099898647517,-50.88000034354627
15,794.5499891228974,-70.46000021137297
16,993.719984954223,-61.35000023059547
17,1010.6599848754704,-56.24000047519803
18,803.3799893520772,-70.89000023342669
19,908.9399860873818,-56.120000476017594
20,864.7199872154742,-56.4400006569922
21,843.3699885159731,-56.1100005004555
22,917.8999872040004,-61.120000341907144
23,866.2299872860312,-60.89000036753714
24,797.8599882405251,-55.790000477805734
25,839.7299881577492,-60.90000034309924
26,837.499987790361,-56.21000063419342
27,906.0699863284826,-61.46000033989549
28,788.4599885717034,-60.770000502467155
29,812.919989189133,-70.66000010073185
30,779.639988604933,-61.000000232830644
31,895.1999868042767,-51.21000060997903
32,857.7599882911891,-66.11000034213066
33,803.4799883626401,-65.77000013925135
34,916.0699864272028,-61.120000476017594
35,871.9799885582179,-66.23000036552548
36,782.0599888507277,-70.56000021100044
37,796.3599881418049,-65.90000023320317
38,849.6799899749458,-20.73000112362206
39,777.4799895398319,-65.44000021182
40,996.7799888122827,-16.5900014359504
41,942.9899865724146,-56.450000474229455
42,859.2999875955284,-65.67000023461878
43,936.0199861507863,-61.02000034227967
44,863.0699878782034,-66.13000034168363
45,1021.0399847999215,-56.01000047661364
46,750.0899889804423,-46.54000065661967
47,713.9199901595712,-65.44000021182
48,819.4599888548255,-66.34000038914382
49,960.2699854299426,-66.46000022999942
50,1015.5399845037609,-61.35000034049153
51,913.3499874938279,-70.89000009931624
52,851.6799890808761,-66.02000034227967
53,869.4499877691269,-70.88000023365021
54,960.7999862786382,-61.12000023201108
55,844.0599878132343,-51.64000065624714
56,1058.3599880393595,-50.06000077351928
57,847.4599876068532,-60.88000034354627
58,782.2799885775894,-65.65000039339066
59,930.7099860161543,-61.11000036634505
60,839.7399877104908,-71.24000020697713
61,860.1099879480898,-60.79000034369528
62,801.2899881638587,-41.64000090025365
63,877.7499877493829,-60.990000391379
64,797.0999891851097,-61.01000034250319
65,789.179989201948,-70.45000021159649
66,790.9299885053188,-71.42000027932227
67,747.1799898035824,-65.76000036858022
68,702.0799902211875,-70.2200002130121
69,902.689986737445,-51.55000060796738
70,833.3499876894057,-66.23000036552548
71,1105.6999841760844,-66.57000033929944
72,725.8299897350371,-55.45000034570694
73,909.8299859166145,-66.3700003400445
74,860.0599879492074,-71.02000020816922
75,785.9299884531647,-65.77000023424625
76,842.5099881943315,-37.080000668764114
77,803.6599894911051,-60.98000004328787
78,1066.9799873270094,-25.870001256465912
79,780.0999896209687,-65.91000020876527
80,913.1499864999205,-61.23000047542155
81,837.1599890626967,-61.54000026918948
82,798.779988637194,-65.99000036716461
83,754.8999894801527,-51.220000768080354
84,781.3299882281572,-60.90000034309924
85,753.8299898672849,-75.65000010095537
86,737.4699892383069,-65.64000025950372
87,845.26998744905,-61.230000246316195
88,779.9199889879674,-55.67000034451485
89,842.7299875020981,-56.1100005004555
90,1134.0699849687517,-35.66000101342797
91,868.019987506792,-56.01000034250319
92,899.0199868828058,-61.2300003413111
93,885.1499868556857,-56.430000523105264
94,907.8599868956953,-60.79000020958483
95,850.3199878260493,-56.34000024572015
96,909.5699862167239,-55.68000024929643
97,841.9599879328161,-51.350000742822886
98,947.9099864345044,-66.3700003400445
99,780.1299888193607,-60.89000024832785
100,842.1099875178188,-56.33000060915947
101,1132.5999853145331,-21.900001384317875
102,845.4999871235341,-61.530000522732735
103,1033.2599896844476,-20.440001552924514
104,756.9199895039201,-65.44000034593046
105,1015.5899852793664,-66.26000036485493
106,837.7699882853776,-56.22000049985945
107,736.6599898301065,-65.54000023566186
108,810.1599883586168,-55.7800002489239
109,781.1599897816777,-65.56000023521483
110,852.7899876516312,-56.54000049829483
111,766.3499894719571,-60.89000036753714
112,908.4499866683036,-61.23000047542155
113,789.1299882940948,-51.10000027157366
114,975.8999883085489,-21.590001545846462
115,855.1399874724448,-60.990000342950225
116,906.47998646833,-61.57000036351383
117,849.3699883949012,-60.77000052668154
118,800.1799886953086,-70.44000021182
119,1047.80998419784,-51.80000074021518
120,795.2299892026931,-65.78000036813319
121,797.3099878374487,-71.12000020779669
122,1028.969988906756,-24.730001129209995
123,836.7799873650074,-56.67000049725175
124,897.5999870672822,-51.66000063158572
125,740.8899895455688,-60.65000023506582
126,736.5599895082414,-60.88000024855137
127,905.6299864090979,-66.43000038899481
128,789.4599887114018,-66.19000028073788
129,903.5699864588678,-51.57000047340989
130,854.3599875234067,-60.91000034287572
131,960.3199893161654,-30.210001150146127
132,898.8799869120121,-56.23000047542155
133,912.3099863249809,-51.330000499263406
134,891.4499873928726,-51.3400004748255
135,777.1699893325567,-55.790000477805734
136,898.3599872104824,-61.11000036634505
137,785.3899886980653,-66.00000023283064
138,755.2699888776988,-55.68000034429133
139,853.3899880461395,-65.90000020898879
140,814.0699887257069,-55.79000034369528
141,867.2899870499969,-51.120000610128045
142,832.9799879621714,-65.68000021018088
143,853.6799869686365,-56.10000047646463
144,944.0799858607352,-56.230000365525484
145,851.6199875622988,-56.01000047661364
146,854.9599869772792,-46.75000056065619
147,721.1299900487065,-51.08000040613115
148,723.3599892314523,-55.67000061273575
149,1029.0899870377034,-36.17000114545226
150,845.5499878786504,-65.57000021077693
151,788.589988771826,-65.98000036738813
152,801.7799881342798,-65.80000020936131
153,793.749989354983,-65.66000021062791
154,842.8799879755825,-61.09000036679208
155,839.6599885132164,-61.21000054851174
156,1041.1399844884872,-51.46000047400594
157,828.9499889500439,-60.77000025846064
158,843.0699879452586,-56.46000060811639
159,835.2699881885201,-56.21000047586858
160,969.3399858158082,-50.90000047720969
161,843.1399884708226,-65.56000023521483
162,1030.829984234646,-46.80000087432563
163,786.13998927176,-60.45000021159649
164,905.2199863940477,-56.120000476017594
165,901.7699870113283,-70.67000023461878
166,913.2899864688516,-51.760000536218286
167,843.8899874687195,-61.34000049903989
168,917.8999869693071,-46.3400007430464
169,952.9299871679395,-65.90000020898879
