Game,Reward 1,Reward 2
0,846.8799878694117,592.3499921895564
1,842.0299878790975,639.6999910473824
2,835.3099880851805,689.9699905794114
3,839.6399875786155,689.4399901684374
4,845.539987642318,644.399990838021
5,834.0299881454557,690.6199900768697
6,847.1299874056131,639.1599908284843
7,844.5199875142425,668.409990215674
8,779.1999906394631,828.9899888709188
9,836.1199878323823,626.0099917668849
10,845.9999878052622,652.3199907317758
11,819.5999877993017,671.3399910591543
12,841.0599877536297,596.4699921365827
13,831.8099876139313,667.1999910287559
14,833.9499874096364,711.5599896349013
15,850.0199875943363,639.5999916009605
16,842.5099875573069,671.799990741536
17,850.5599874164909,612.2099915705621
18,853.289987841621,601.1099920254201
19,832.4299883563071,704.3299907650799
20,831.9399875793606,684.0699901673943
21,835.88998725079,684.9899903703481
22,842.7099878489971,595.0099918171763
23,848.5799873638898,629.8699919469655
24,833.7999876514077,641.7499913927168
25,836.799987655133,630.5999910123646
26,852.1999873630702,582.8299921285361
27,837.4599876999855,665.5399907939136
28,839.6099877562374,689.2199907246977
29,843.329987546429,644.5999915264547
30,830.3899878729135,664.7899910043925
31,838.3299873936921,632.8999908193946
32,831.4999875985086,672.7499906308949
33,847.9199876021594,627.0299919843674
34,851.4299879986793,606.9499916639179
35,833.6999876201153,653.049991004169
36,834.3899881299585,653.1999905891716
37,845.7399875484407,586.799992190674
38,833.2699880152941,685.1699905246496
39,843.4099877420813,638.259991209954
40,838.6599887330085,737.2399906273931
41,839.3899887930602,635.2899918816984
42,824.7899892181158,816.959989009425
43,836.0499883089215,681.3499902784824
44,833.5799887198955,674.2199903652072
45,821.9799889121205,782.5499894972891
46,847.3799873497337,633.4299913328141
47,835.8999873436987,690.5599906630814
48,831.2099885158241,670.6599906180054
49,848.0199872814119,628.0399917289615
50,836.7899883743376,688.4699907060713
51,853.129988303408,588.199992004782
52,836.5199883840978,613.5899916756898
53,846.2899876590818,616.6499915253371
54,661.9599931780249,749.3599911984056
55,844.559987463057,643.0199916772544
56,837.6499875914305,689.9999906681478
57,834.9799874871969,681.4799902103841
58,824.6799877919257,654.9099908377975
59,856.6399870309979,568.8999918513
60,834.0099872443825,710.1699901651591
61,831.0199876334518,683.1599907726049
62,838.5199881456792,692.6399904042482
63,847.5899877008051,617.7699915561825
64,846.5099880304188,652.3199908025563
65,835.8499876204878,701.9499903935939
66,840.0299873035401,694.0399899482727
67,837.9699876811355,629.039991447702
68,849.1099875662476,645.5899911522865
69,833.3799879103899,598.659992352128
70,833.5599876176566,707.6399898380041
71,827.9099883642048,778.0199904497713
72,836.5999878570437,716.6299892123789
73,848.3999873362482,632.9399910382926
74,851.049987366423,587.459992211312
75,828.6099880691618,687.4599897675216
76,849.5599873457104,602.9099921975285
77,840.8299873359501,679.6699907816947
78,836.0999876447022,693.2899900134653
79,846.0299877431244,676.1599908601493
80,838.0299879107624,631.1299910116941
81,838.8399876542389,626.6999912858009
82,831.5199879072607,724.2099901270121
83,839.7399876601994,612.5599918738008
84,846.6599872224033,636.0699911434203
85,853.8499875422567,595.1299920063466
86,849.6899871435016,623.989991473034
87,842.2199871279299,652.4899914022535
88,841.4099881406873,597.3599916100502
89,853.5799875557423,612.2399916592985
90,847.469987558201,635.3799919039011
91,831.1999879479408,653.3599908985198
92,839.2199871577322,668.0599909052253
93,842.6799874901772,586.6599920541048
94,849.4499876666814,601.8299915511161
95,831.4099883399904,717.3499896433204
96,852.0199874415994,584.5499919336289
97,836.5399876609445,631.9299912769347
98,754.799990080297,836.1699887309223
